Id,Name,ParentId,Ultimate_Parent_Id,Ultimate_Parent_Name,Hierarchy_Level,Hierarchy_Path
0010L00001jTSWPQA4,"Ccbcc Operations, Llc",001E000001KTWSLIA5,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Consolidated > Ccbcc Operations, Llc"
0010L00001jTbPLQA0,"Coca-Cola Beverages Florida, LLC",0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Coca-Cola Beverages Florida, LLC"
0018a00001tEW1FAAW,Coke Canada Bottling,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Coke Canada Bottling"
0018a00001mVjhqAAC,Costa Coffee,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Costa Coffee"
0010L00001jTSUrQAO,Florida Coca-Cola Bottling Company,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Florida Coca-Cola Bottling Company"
0010L00001jTcGsQAK,"Great Lakes Coca-Cola Distribution, LLC",0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Great Lakes Coca-Cola Distribution, LLC"
0010L00001kY6bdQAC,Liberty Coca-Cola Beverages,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Liberty Coca-Cola Beverages"
0010L00001jTdZCQA0,Piedmont Coca-Cola Bottling Partnership,001E000001KTWSLIA5,001E000000GPs5fIAD,The Coca-Cola Company,2,The Coca-Cola Company > Coca-Cola Consolidated > Piedmont Coca-Cola Bottling Partnership
0010L00001jTXJ0QAO,Rochester Coca Cola Bottling Corp,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Rochester Coca Cola Bottling Corp"
0010L00001jTWCdQAO,The Akron Coca-Cola Bottling Company,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > The Akron Coca-Cola Bottling Company"
0010L00001jTeL1QAK,"The Coca-Cola Bottling Company Of Memphis, Tenn",0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > The Coca-Cola Bottling Company Of Memphis, Tenn"
0010L00001jTeNNQA0,The Louisiana Coca-Cola Bottling Company Limited,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > The Louisiana Coca-Cola Bottling Company Limited"
0010L00001jTXWPQA4,The Wichita Coca-Cola Bottling Company,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > The Wichita Coca-Cola Bottling Company"
0010L00001jTWO3QAO,Western Container Corporation,0010L00001jTRDqQAO,001E000000GPs5fIAD,The Coca-Cola Company,2,"The Coca-Cola Company > Coca-Cola Refreshments USA, Inc > Western Container Corporation"
0010L00001jTR8lQAG,The Gap,,0010L00001jTR8lQAG,The Gap,0,The Gap
0010L00001rEWSwQAO,Athleta,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Athleta
001E000001ds8lPIAQ,Banana Republic LLC,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Banana Republic LLC
001E000000F1oMTIAZ,Gap (Canada) Inc,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Gap (Canada) Inc
0010h00001dvZg5AAE,Hill City,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Hill City
0010h00001dvZg0AAE,Intermix,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Intermix
001E000000F1oL9IAJ,Old Navy,0010L00001jTR8lQAG,0010L00001jTR8lQAG,The Gap,1,The Gap > Old Navy
0010h00001j65nLAAQ,The Gap Partnership,,0010h00001j65nLAAQ,The Gap Partnership,0,The Gap Partnership
001E000000k6q2MIAQ,The TJX Companies,,001E000000k6q2MIAQ,The TJX Companies,0,The TJX Companies
0010L00001kUtLZQA0,Avaya Holdings Corp.,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > Avaya Holdings Corp.
001E000001duWJPIA2,TJX Canada,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > TJX Canada
001E000000CM58zIAD,TJX Europe,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > TJX Europe
0010h00001dvZdBAAU,TK Maxx,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > TK Maxx
001E000000eSTNtIAO,The Marmaxx Group,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > The Marmaxx Group
001Mm00000DLx9tIAD,Tjx Europe Buying (Deutschland) Ltd.,001E000000k6q2MIAQ,001E000000k6q2MIAQ,The TJX Companies,1,The TJX Companies > Tjx Europe Buying (Deutschland) Ltd.
001E000000TJV3eIAH,Avaya Inc.,0010L00001kUtLZQA0,001E000000k6q2MIAQ,The TJX Companies,2,The TJX Companies > Avaya Holdings Corp. > Avaya Inc.
0010L00001kUtB6QAK,TJ Maxx,001E000000eSTNtIAO,001E000000k6q2MIAQ,The TJX Companies,2,The TJX Companies > The Marmaxx Group > TJ Maxx
001E000000F1o8fIAB,"Concord Buying Group, Inc.",0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,"The TJX Companies > The Marmaxx Group > TJ Maxx > Concord Buying Group, Inc."
0010h00001dvZcIAAU,HomeSense,0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,The TJX Companies > The Marmaxx Group > TJ Maxx > HomeSense
001E000001ds8pMIAQ,"Homegoods, Inc.",0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,"The TJX Companies > The Marmaxx Group > TJ Maxx > Homegoods, Inc."
001E000000F1o8hIAB,Marmaxx Operating Corp.,0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,The TJX Companies > The Marmaxx Group > TJ Maxx > Marmaxx Operating Corp.
001E000000F1o8iIAB,"Marshalls Of MA, Inc.",0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,"The TJX Companies > The Marmaxx Group > TJ Maxx > Marshalls Of MA, Inc."
0010L00001jTUnUQAW,"Sierra Trading Post, Inc.",0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,"The TJX Companies > The Marmaxx Group > TJ Maxx > Sierra Trading Post, Inc."
0010L00001kUttXQAS,WMI - 99 Holding Company,0010L00001kUtB6QAK,001E000000k6q2MIAQ,The TJX Companies,3,The TJX Companies > The Marmaxx Group > TJ Maxx > WMI - 99 Holding Company
001E0000019LQSrIAO,The Travel Corporation,,001E0000019LQSrIAO,The Travel Corporation,0,The Travel Corporation
001Mm00000TuTQ2IAN,"Uniworld River Cruises, Inc.",001E0000019LQSrIAO,001E0000019LQSrIAO,The Travel Corporation,1,"The Travel Corporation > Uniworld River Cruises, Inc."
001E000001KRqBCIA1,Uber,,001E000001KRqBCIA1,Uber,0,Uber
001Mm00000MKRyIIAX,Uber Freight LLC,001E000001KRqBCIA1,001E000001KRqBCIA1,Uber,1,Uber > Uber Freight LLC
0010L00001kYHFuQAO,Transplace,001Mm00000MKRyIIAX,001E000001KRqBCIA1,Uber,2,Uber > Uber Freight LLC > Transplace
0010L00001kWf8HQAS,Uber International,,0010L00001kWf8HQAS,Uber International,0,Uber International
001Mm00000eCcX9IAK,Uber technologies limited,,001Mm00000eCcX9IAK,Uber technologies limited,0,Uber technologies limited
0010L00001jRrsgQAC,UberFlip,,0010L00001jRrsgQAC,UberFlip,0,UberFlip
0018a00002FJ7C1AAL,Uberall,,0018a00002FJ7C1AAL,Uberall,0,Uberall
001Mm00000DLvMUIA1,Vestische Caritas - Kliniken GmbH,,001Mm00000DLvMUIA1,Vestische Caritas - Kliniken GmbH,0,Vestische Caritas - Kliniken GmbH
001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,0,Walt Disney Parks and Resorts Merchandise
0010L00001jTRbQQAW,"21st Century Fox America, Inc.",001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,"Walt Disney Parks and Resorts Merchandise > 21st Century Fox America, Inc."
0010h00001j70SqAAI,4 Ever Magic Corp. - Disney Consumer Products Central America & Caribbean,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > 4 Ever Magic Corp. - Disney Consumer Products Central America & Caribbean
0018a00001tEV7fAAG,DISNEY STORE,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > DISNEY STORE
001Mm00000KOX4AIAX,Disney Cruise Line,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Cruise Line
001E000000ShhLUIAZ,Disney Enterprises,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Enterprises
001Mm00000MKLFPIA5,Disney Experiences,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Experiences
001Mm00000BK44PIAT,Disney Institute,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Institute
001Mm00000MKLFQIA5,Disney Media & Entertainment Distribution LLC,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Media & Entertainment Distribution LLC
001E000000ShhLVIAZ,"Disney Regional Entertainment, Inc.",001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,"Walt Disney Parks and Resorts Merchandise > Disney Regional Entertainment, Inc."
0010h00001YtctLAAR,Disney Store EMEA,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney Store EMEA
0010h00001Xy7fmAAB,Disney+,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disney+
0010L00001jTbplQAC,Disneyland International,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disneyland International
0018a00002GkJ61AAF,Disneyland Paris,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disneyland Paris
0018a00001tEVgkAAG,Disneyland Resort,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Disneyland Resort
0010L00001jTSflQAG,"Espn, Inc.",001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,"Walt Disney Parks and Resorts Merchandise > Espn, Inc."
001Mm00000DV1nmIAD,Euro Disney SCA,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Euro Disney SCA
001Mm00000MKLFOIA5,"Fox Entertainment Group, Inc.",001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,"Walt Disney Parks and Resorts Merchandise > Fox Entertainment Group, Inc."
001E000000F1oLVIAZ,"Hoop Retail Stores, LLC, A Delaware Limited Liability Company",001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,"Walt Disney Parks and Resorts Merchandise > Hoop Retail Stores, LLC, A Delaware Limited Liability Company"
001Mm00000MKLFNIA5,Lucasfilm Ltd.,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Lucasfilm Ltd.
0010h00001YZ3hvAAD,Marvel Entertainment,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Marvel Entertainment
001Mm00000DM2U6IAL,The Disney Store Ltd. - UK,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > The Disney Store Ltd. - UK
001Mm00000DLszvIAD,The Walt Disney Co. Limited,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > The Walt Disney Co. Limited
001E000000ShhJYIAZ,WCO Hotels Inc,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > WCO Hotels Inc
001Mm00000EO2LgIAL,Walt Disney Imagineering,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Walt Disney Imagineering
001E000000NqtVeIAJ,Walt Disney Parks and Resorts,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Walt Disney Parks and Resorts
0018a00001tEVk5AAG,Walt Disney World Swan & Dolphin Resort,001Mm00000BKShnIAH,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,1,Walt Disney Parks and Resorts Merchandise > Walt Disney World Swan & Dolphin Resort
001E000000IZ5tlIAD,"Disney Consumer Products, Inc.",001E000000ShhLUIAZ,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,"Walt Disney Parks and Resorts Merchandise > Disney Enterprises > Disney Consumer Products, Inc."
0010L00001jTTjIQAW,Espn Productions Inc,0010L00001jTSflQAG,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,"Walt Disney Parks and Resorts Merchandise > Espn, Inc. > Espn Productions Inc"
0010L00001jTS7IQAW,"Fox, Inc.",0010L00001jTRbQQAW,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,"Walt Disney Parks and Resorts Merchandise > 21st Century Fox America, Inc. > Fox, Inc."
001Mm00000BXd4HIAT,HONK,001Mm00000MKLFOIA5,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,"Walt Disney Parks and Resorts Merchandise > Fox Entertainment Group, Inc. > HONK"
0018a00001qWYHUAA4,Industrial Light & Magic,001Mm00000MKLFNIA5,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,Walt Disney Parks and Resorts Merchandise > Lucasfilm Ltd. > Industrial Light & Magic
001E000000ShhMAIAZ,Walt Disney Attractions,001E000000ShhLUIAZ,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,Walt Disney Parks and Resorts Merchandise > Disney Enterprises > Walt Disney Attractions
001E000000ShhMCIAZ,Walt Disney World Dolphin Hotel,001E000000ShhLUIAZ,001Mm00000BKShnIAH,Walt Disney Parks and Resorts Merchandise,2,Walt Disney Parks and Resorts Merchandise > Disney Enterprises > Walt Disney World Dolphin Hotel
001Mm00000DLVgkIAH,WestJet Airlines Ltd.,,001Mm00000DLVgkIAH,WestJet Airlines Ltd.,0,WestJet Airlines Ltd.
0018a00002Gk0isAAB,Sunwing Vacations Group,001Mm00000DLVgkIAH,001Mm00000DLVgkIAH,WestJet Airlines Ltd.,1,WestJet Airlines Ltd. > Sunwing Vacations Group
001Mm00000KmcvXIAR,Blue Diamond International Co. Ltd.,0018a00002Gk0isAAB,001Mm00000DLVgkIAH,WestJet Airlines Ltd.,2,WestJet Airlines Ltd. > Sunwing Vacations Group > Blue Diamond International Co. Ltd.
0010h00001b3n4fAAA,Woolworths Group - Holding Account,,0010h00001b3n4fAAA,Woolworths Group - Holding Account,0,Woolworths Group - Holding Account
0018a00001tEPuHAAW,Woolworths Australia,0010h00001b3n4fAAA,0010h00001b3n4fAAA,Woolworths Group - Holding Account,1,Woolworths Group - Holding Account > Woolworths Australia
0010L00001nEJJGQA4,Woolworths Group,0010h00001b3n4fAAA,0010h00001b3n4fAAA,Woolworths Group - Holding Account,1,Woolworths Group - Holding Account > Woolworths Group
001E000001GodH7IAJ,Woolworths Holdings Limited,0010h00001b3n4fAAA,0010h00001b3n4fAAA,Woolworths Group - Holding Account,1,Woolworths Group - Holding Account > Woolworths Holdings Limited
0010L00001kYAlSQAW,Woolworths South Africa,0010h00001b3n4fAAA,0010h00001b3n4fAAA,Woolworths Group - Holding Account,1,Woolworths Group - Holding Account > Woolworths South Africa
001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,0,Wyndham Hotels & Resorts
001Mm00000Ej3wCIAR,AmericInn by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > AmericInn by Wyndham
0018a00001tETfOAAW,Baymont Inn & Suites,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Baymont Inn & Suites
0018a00001tEVaPAAW,Days Inn,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Days Inn
0018a00002Gk0iGAAR,"Days Inns Worldwide, Inc.",001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,"Wyndham Hotels & Resorts > Days Inns Worldwide, Inc."
0010L00001jTWpiQAG,Dolce Hotels & Resorts,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Dolce Hotels & Resorts
0018a00001tEV2mAAG,Grandover Resort,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Grandover Resort
001Mm00000EizxUIAR,Hawthorn Extended Stay by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Hawthorn Extended Stay by Wyndham
0018a00001tEU0zAAG,Howard Johnson by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Howard Johnson by Wyndham
001Mm00000BXbleIAD,La Quinta Worldwide,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > La Quinta Worldwide
001E000000ShhGyIAJ,La Quinta by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > La Quinta by Wyndham
0018a00001tEVtDAAW,Microtel by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Microtel by Wyndham
001Mm00000Ej0wkIAB,Ramada by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Ramada by Wyndham
001Mm00000EixajIAB,Registry Collection Hotels,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Registry Collection Hotels
001E000000ShhM7IAJ,"Super 8 Motels, Inc.",001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,"Wyndham Hotels & Resorts > Super 8 Motels, Inc."
0018a00002Gk0iJAAR,"Super 8 Worldwide, Inc.",001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,"Wyndham Hotels & Resorts > Super 8 Worldwide, Inc."
0018a00002FIqVYAA1,Travelodge Hotels Limited,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Travelodge Hotels Limited
001Mm00000EiSeuIAF,Tryp by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Tryp by Wyndham
0010h00001cxuOSAAY,Vienna House by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Vienna House by Wyndham
0018a00002Gk0j7AAB,Wingate by Wyndham,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Wingate by Wyndham
001Mm00000EixfWIAR,Wyndham Garden,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Wyndham Garden
0018a00002Gk0jNAAR,Wyndham Resort Development Corporation,001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,Wyndham Hotels & Resorts > Wyndham Resort Development Corporation
0018a00002Gk0iDAAR,"Wyndham Vacation Resorts, Inc.",001Mm00000Ej2dVIAR,001Mm00000Ej2dVIAR,Wyndham Hotels & Resorts,1,"Wyndham Hotels & Resorts > Wyndham Vacation Resorts, Inc."
0018a00001tEVDVAA4,Yakama Legends Casino,,0018a00001tEVDVAA4,Yakama Legends Casino,0,Yakama Legends Casino
0018a00001oeujNAAQ,hubert company,,0018a00001oeujNAAQ,hubert company,0,hubert company
